"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_campus","des_campus","cod_centro","des_centro","cod_naturaleza_centro","des_naturaleza_centro","cod_tipo_estudio","des_tipo_estudio","cod_titulacion","des_titulacion","cod_comunidad_centro_sec","des_comunidad_centro_sec","cod_provincia_centro_sec","des_provincia_centro_sec","cod_municipio_centro_sec","des_municipio_centro_sec","lat_municipio_centro_sec","lon_municipio_centro_sec","cod_naturaleza_centro_sec","des_naturaleza_centro_sec","nota_admision","cod_pais_fin_estudio_acceso","des_pais_fin_estudio_acceso","lat_pais_fin_estudio_acceso","lon_pais_fin_estudio_acceso","cod_continente_fin_estudio_acceso","des_continente_fin_estudio_acceso","cod_agregacion_paises_fin_estudio_acceso","des_agregacion_paises_fin_estudio_acceso","cod_estudio_acceso","des_estudio_acceso","cod_especialidad_acceso","des_especialidad_acceso","des_tipo_especialidad_acceso","cod_ocupacion_estudiante","des_ocupacion_estudiante","anio_fin_estudio_acceso","cod_forma_admision","des_forma_admision","ind_accede_al_SUE_por_1a_vez","anio_acceso_SUE","ind_se_matricula_en_primero","ind_curso_adaptacion","anio_nacimiento","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","cod_pais_residencia","des_pais_residencia","lat_pais_residencia","lon_pais_residencia","cod_continente_residencia","des_continente_residencia","cod_agregacion_paises_residencia","des_agregacion_paises_residencia","cod_dedicacion","des_dedicacion","cod_genero","des_genero","cod_familia_numerosa","des_familia_numerosa","cod_nivel_estudios_madre","des_nivel_estudios_madre","cod_ocupacion_madre","des_ocupacion_madre","cod_nivel_estudios_padre","des_nivel_estudios_padre","cod_ocupacion_padre","des_ocupacion_padre"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21070","TRIGUEROS","37.38319","-6.833752","1","Centro Público","6,117","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","3","Estudios Primarios","11","Jubilado",,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21042","ISLA CRISTINA","37.19943","-7.325246","1","Centro Público","10,908","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","642","Rumania","45.943161","24.96676","150","Europa","151","Europa oriental","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios",,,"4","Estudios Secundarios","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","9,584","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0703","Humanidades y Ciencias Sociales","Bachillerato LOMCE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","2","Sin Estudios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","3","Estudios Primarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21035","GIBRALEÓN","37.37495","-6.970141","1","Centro Público","7,529","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","4","Estudios Secundarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,59","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","2","Sin Estudios","10","Parado","3","Estudios Primarios","09","Trabajadores no cualificados"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","14","Córdoba","14021","CÓRDOBA","37.88473","-4.779152","1","Centro Público","10,254","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0421","Sanidad","Formación profesional o título equivalente",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","2","Sin Estudios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios",,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","41","Sevilla","41091","SEVILLA","37.38264","-5.996295","2","Centro Privado","7,08","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0402","Administración y gestión","Formación profesional o título equivalente",,,"2019","12","Acceso sin prueba de acceso para estudiantes de Bachillerato anterior al Bachillerato LOMCE (Según la Disposición transitoria única de la Orden ECD/1941/2016)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","2","Familia numerosa general",,,"04","Empleados de tipo contable y administrativo","2","Sin Estudios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","7","Castilla León","24","León","24089","LEÓN","42.59988","-5.571752","3","Centro Privado Concertado","6,23","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","5","Estudios Superiores","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","4","Estudios Secundarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21049","MINAS DE RIOTINTO","37.69391","-6.591848","1","Centro Público","9,967","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","06","Trabajadores cualificados en la agricultura y en la pesca","5","Estudios Superiores","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","7000129","DOBLE GRADO EN ADMINISTRACIÓN Y DIRECCIÓN DE EMPRESAS Y FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21042","ISLA CRISTINA","37.19943","-7.325246","1","Centro Público","11,127","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","2","Familia numerosa general","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida",,,"1","Público","G","Grado",,,"1","Andalucía","21","Huelva","21005","ALMONTE","37.26254","-6.51724","1","Centro Público","7,55","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE","10","Parado","2018","07","Estudios procedentes de sistemas educativos extranjeros, previa solicitud de homologación, del título de origen al título español de bachiller","SÍ","2019","SÍ","SÍ","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","3","Estudios Primarios","11","Jubilado","2","Sin Estudios","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida",,,"1","Público","G","Grado",,,"1","Andalucía","21","Huelva","21002","ALJARAQUE","37.27111","-7.021585","1","Centro Público","9,752","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0702","Ciencias","Bachillerato LOMCE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","10","Parado","4","Estudios Secundarios","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida",,,"1","Público","G","Grado",,,,,,,,,,,"1","Centro Público","6,49","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0202","Tecnología","Bachillerato LOGSE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","3","Estudios Primarios","10","Parado","3","Estudios Primarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida",,,"1","Público","G","Grado",,,"1","Andalucía","21","Huelva","21070","TRIGUEROS","37.38319","-6.833752","1","Centro Público","6,787","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","M","Mujer","1","No","4","Estudios Secundarios","06","Trabajadores cualificados en la agricultura y en la pesca","5","Estudios Superiores","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","41","Sevilla","41093","TOMARES","37.37404","-6.045198","1","Centro Público","5,827","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2013","SÍ","NO","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","11","Jubilado","5","Estudios Superiores","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","3","Centro Privado Concertado","6,32","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0103","Humanidades y ciencias sociales","Bachillerato LOE","08","Operadores de instalaciones y maquinaria y montadores","2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1995","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","2","Sin Estudios","07","Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los operadores de instalaciones y maquinaria"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,615","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,"05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2012","SÍ","NO","1997","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","11","Jubilado","3","Estudios Primarios","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21070","TRIGUEROS","37.38319","-6.833752","1","Centro Público","11,042","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2012","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","NO","NO","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","4","Estudios Secundarios",,,"5","Estudios Superiores","08","Operadores de instalaciones y maquinaria y montadores"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","10,047","504","Marruecos","31.791702","-7.09262","002","África","015","África septentrional",,,,,,,,"2012","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","2","Familia numerosa general",,,"11","Jubilado","4","Estudios Secundarios","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21072","VALVERDE DEL CAMINO","37.57339","-6.753376","1","Centro Público","7,7","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","NO","SÍ","1995","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","2","Sin Estudios","11","Jubilado","5","Estudios Superiores","03","Técnicos y profesionales de apoyo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,166","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0409","Energía y agua","Formación profesional o título equivalente","09","Trabajadores no cualificados","2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","SÍ","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","10","Parado","2","Sin Estudios","11","Jubilado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21050","MOGUER","37.27469","-6.836591","1","Centro Público","5,28","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0201","Artes","Bachillerato LOGSE",,,"2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2014","NO","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","10,951","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2012","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","1994","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","4","Estudios Secundarios","09","Trabajadores no cualificados","3","Estudios Primarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA",,,,,,,,,"1","Centro Público",,"724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0702","Ciencias","Bachillerato LOMCE",,,"2013","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1988","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","2","Tiempo parcial","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04904","La Rábida","21003414","ESCUELA TECNICA SUPERIOR DE INGENIERIA","1","Público","G","Grado","2502578","GRADO EN INGENIERÍA ENERGÉTICA","1","Andalucía","21","Huelva","21010","AYAMONTE","37.21466","-7.409819","1","Centro Público","10,964","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2012","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","09","Trabajadores no cualificados","3","Estudios Primarios","06","Trabajadores cualificados en la agricultura y en la pesca"
