"IMPORTANTE","cod_universidad","des_universidad","curso_academico","cod_campus","des_campus","cod_centro","des_centro","cod_naturaleza_centro","des_naturaleza_centro","cod_tipo_estudio","des_tipo_estudio","cod_titulacion","des_titulacion","cod_comunidad_centro_sec","des_comunidad_centro_sec","cod_provincia_centro_sec","des_provincia_centro_sec","cod_municipio_centro_sec","des_municipio_centro_sec","lat_municipio_centro_sec","lon_municipio_centro_sec","cod_naturaleza_centro_sec","des_naturaleza_centro_sec","nota_admision","cod_pais_fin_estudio_acceso","des_pais_fin_estudio_acceso","lat_pais_fin_estudio_acceso","lon_pais_fin_estudio_acceso","cod_continente_fin_estudio_acceso","des_continente_fin_estudio_acceso","cod_agregacion_paises_fin_estudio_acceso","des_agregacion_paises_fin_estudio_acceso","cod_estudio_acceso","des_estudio_acceso","cod_especialidad_acceso","des_especialidad_acceso","des_tipo_especialidad_acceso","cod_ocupacion_estudiante","des_ocupacion_estudiante","anio_fin_estudio_acceso","cod_forma_admision","des_forma_admision","ind_accede_al_SUE_por_1a_vez","anio_acceso_SUE","ind_se_matricula_en_primero","ind_curso_adaptacion","anio_nacimiento","cod_pais_nacionalidad","des_pais_nacionalidad","lat_pais_nacionalidad","lon_pais_nacionalidad","cod_continente_nacionalidad","des_continente_nacionalidad","cod_agregacion_paises_nacionalidad","des_agregacion_paises_nacionalidad","cod_pais_residencia","des_pais_residencia","lat_pais_residencia","lon_pais_residencia","cod_continente_residencia","des_continente_residencia","cod_agregacion_paises_residencia","des_agregacion_paises_residencia","cod_dedicacion","des_dedicacion","cod_genero","des_genero","cod_familia_numerosa","des_familia_numerosa","cod_nivel_estudios_madre","des_nivel_estudios_madre","cod_ocupacion_madre","des_ocupacion_madre","cod_nivel_estudios_padre","des_nivel_estudios_padre","cod_ocupacion_padre","des_ocupacion_padre"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21002","ALJARAQUE","37.27111","-7.021585","1","Centro Público","8,219","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","11,719","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2018","NO","NO","2000","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios","11","Jubilado","5","Estudios Superiores","08","Operadores de instalaciones y maquinaria y montadores"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,69","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0102","Ciencias y tecnología","Bachillerato LOE",,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","NO","SÍ","1999","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios",,,,,,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21002","ALJARAQUE","37.27111","-7.021585","1","Centro Público","9,39","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0204","Humanidades y Ciencias Sociales","Bachillerato LOGSE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1996","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","10","Parado","3","Estudios Primarios",,
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","3","Centro Privado Concertado","8,115","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No",,,,,,,"09","Trabajadores no cualificados"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21010","AYAMONTE","37.21466","-7.409819","1","Centro Público","9,169","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0203","Ciencias de la Naturaleza y de la Salud","Bachillerato LOGSE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","1998","076","Brasil","-14.235004","-51.92528","019","Américas","419","América Latina y el Caribe","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21072","VALVERDE DEL CAMINO","37.57339","-6.753376","1","Centro Público","7,3","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales","5","Estudios Superiores","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,545","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","NO","NO","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","11","Jubilado","3","Estudios Primarios","07","Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los operadores de instalaciones y maquinaria"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21055","PALOS DE LA FRONTERA","37.2282","-6.893426","1","Centro Público","7,295","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","04","Técnico /Técnica Superior de Formación Profesional o título equivalente","0402","Administración y gestión","Formación profesional o título equivalente",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","642","Rumania","45.943161","24.96676","150","Europa","151","Europa oriental","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","2","Sin Estudios","10","Parado","5","Estudios Superiores","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","3","Centro Privado Concertado","8,155","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional",,,,,,,,"2019","03","Mediante posesión de los títulos de Técnica/o Superior correspondientes a las enseñanzas de Formación Profesional y Enseñanzas Artísticas o de Técnica/o Deportiva/o Superior correspondientes a las enseñanzas Deportivas o títulos equivalentes","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios","5","Estudios Superiores","03","Técnicos y profesionales de apoyo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","7,792","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0204","Humanidades y Ciencias Sociales","Bachillerato LOGSE",,,"2012","07","Estudios procedentes de sistemas educativos extranjeros, previa solicitud de homologación, del título de origen al título español de bachiller","SÍ","2019","SÍ","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","09","Trabajadores no cualificados","3","Estudios Primarios","05","Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21013","BOLLULLOS PAR DEL CONDADO","37.33615","-6.535758","1","Centro Público","9,23","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","08",,"0703","Humanidades y Ciencias Sociales","Bachillerato LOMCE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2014","NO","NO","1993","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","10","Parado","5","Estudios Superiores","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD",,,,,,,,,"2","Centro Privado","5,658","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2018","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","3","Estudios Primarios","11","Jubilado",,,"04","Empleados de tipo contable y administrativo"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21002","ALJARAQUE","37.27111","-7.021585","1","Centro Público","5,21","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","4","Estudios Secundarios","04","Empleados de tipo contable y administrativo","4","Estudios Secundarios","01","Directores y gerentes"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","18","Granada","18087","GRANADA","37.17649","-3.597929","1","Centro Público","6,123","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","01","Bachillerato LOE","0103","Humanidades y ciencias sociales","Bachillerato LOE",,,"2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","NO","2017","SÍ","NO","1998","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","04","Empleados de tipo contable y administrativo","2","Sin Estudios","10","Parado"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD",,,,,,,,,"2","Centro Privado","5","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","02","Bachillerato LOGSE","0204","Humanidades y Ciencias Sociales","Bachillerato LOGSE",,,"2019","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","3","Familia numerosa especial","5","Estudios Superiores","02","Técnicos y profesionales científicos e intelectuales","3","Estudios Primarios","06","Trabajadores cualificados en la agricultura y en la pesca"
"LOS DATOS DE ESTA FILA NO CORRESPONDEN A UN SÓLO INDIVIDUO. PARA INTERPRETAR CORRÉCTAMENTE CONSULTE: https://www.universidata.es/anonimización","049","Universidad de Huelva","2019-20","04903","La merced","21005988","FACULTAD DE CIENCIAS EMPRESARIALES Y TURISMO","1","Público","G","Grado","2501844","GRADO EN FINANZAS Y CONTABILIDAD","1","Andalucía","21","Huelva","21041","HUELVA","37.2571","-6.949555","1","Centro Público","6,53","226","Guinea Ecuatorial","1.650801","10.267895","002","África","202","África Subsahariana",,,,,,"10","Parado","2017","01","Pruebas de Acceso a la Universidad (EVAU, PAU y Pruebas de Acceso anteriores)","SÍ","2019","NO","SÍ","2001","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","724","España","40.463667","-3.74922","150","Europa","039","Europa meridional","1","Tiempo completo","H","Hombre","1","No","5","Estudios Superiores","01","Directores y gerentes","5","Estudios Superiores","07","Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los operadores de instalaciones y maquinaria"
