"curso_academico","cod_universidad","des_universidad","cod_departamento","des_departamento","cod_municipio","des_municipio","cod_campus","des_campus","cod_situacion_departamento","des_situacion_departamento","fecha_desde_situacion_departamento"
"2017-18","010","Universidad Complutense de Madrid","55000628","Economía Aplicada VI","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000629","Economía Financiera y Contabilidad I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000630","Economía Financiera y Contabilidad II","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000631","Organización de Empresas","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000632","Historia e Instituciones Económicas I","28115","POZUELO DE ALARCÓN","01002","Somosaguas","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000633","Periodismo I","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000634","Periodismo II","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000635","Periodismo III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000636","Periodismo IV","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000637","Comunicación Audiovisual y Publicidad I","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000638","Comunicación Audiovisual y Publicidad II","28079","MADRID","01001","Ciudad Universitaria","1","Activo","19000101"
"2017-18","010","Universidad Complutense de Madrid","55000639","Filología Española III","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000640","Sociología VI","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000641","Historia de la Comunicación Social","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
"2017-18","010","Universidad Complutense de Madrid","55000642","Derecho Penal","28079","MADRID","01001","Ciudad Universitaria","3","En proceso de extinción","20171101"
